_id	text	concreteness	valence	arousal	imageability	token_length_mean	token_length_median	token_length_std	sentence_length_mean	sentence_length_median	sentence_length_std	syllables_per_token_mean	syllables_per_token_median	syllables_per_token_std	n_tokens	n_unique_tokens	proportion_unique_tokens	n_characters	n_sentences	flesch_reading_ease	flesch_kincaid_grade	gunning_fog	automated_readability_index	coleman_liau_index	lix	rix	dependency_distance_mean	dependency_distance_std	prop_adjacent_dependency_relation_mean	prop_adjacent_dependency_relation_std	pos_prop_NOUN	pos_prop_ADP	pos_prop_PUNCT	pos_prop_DET	pos_prop_ADV	pos_prop_PROPN	pos_prop_ADJ	pos_prop_CCONJ	pos_prop_X	pos_prop_VERB	pos_prop_NUM	pos_prop_AUX	pos_prop_PRON	pos_prop_PART	pos_prop_SPACE
023b70256d83e844210a0528a4942a8a	Dunkler Schrank mit Regalbrettern, keine Holzausführung nur Nachbildung.	4.9398	5.5678	3.2414	5.262	7.875	7.0	4.044672421840859	8.0	8.0	0.0	2.25	2.0	1.1989578808281798	8	8	1.0	65	1	8.365000000000009	14.080000000000002	18.2	19.661250000000003	26.804999999999996	70.5	5.0	3.3	0.0	0.4	0.0	0.5	0.1	0.2	0.1	0.1										
028273d6b98038177ddefaa950ed2580	Dunkelgrünes 2-sitziges Ledersofa mit weißen Kontrast-Nähten und roten Kissen. Arm- und Rückenlehne umrahmen die Sitzfläche durchgehend.	6.1453750000000005	5.989375000000001	3.2361249999999995	5.9784999999999995	7.4375	7.0	3.707572487490973	8.0	8.0	1.0	2.8125	3.0	1.4670868242881878	16	15	0.9375	121	2	-39.22249999999997	20.717499999999998	25.700000000000003	17.600625	24.232499999999998	58.0	4.0	1.7125	0.08750000000000002	0.5	0.0	0.2777777777777778	0.05555555555555555	0.1111111111111111	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.16666666666666666	0.1111111111111111	0.05555555555555555	0.05555555555555555					
02894464e2a0d558d514915bc5e0c36a	Ein großer Kleiderschrank aus Holz mit vier, länglichen Bereichen und drei Schubladen.	5.689857142857142	5.465714285714285	2.755	5.848857142857143	6.083333333333333	4.0	3.5697416651006493	12.0	12.0	0.0	1.75	1.0	0.924211375534118	12	12	1.0	75	1	46.60500000000002	9.740000000000002	18.133333333333333	13.222500000000004	17.503333333333327	45.33333333333333	4.0	2.2142857142857144	0.0	0.5	0.0	0.2857142857142857	0.14285714285714285	0.14285714285714285	0.07142857142857142			0.14285714285714285	0.07142857142857142			0.14285714285714285				
028b1e475972f9eae615ba85e1394bb8	Lange Sitzbank aus Metall mit blauer Stoffauflage .	5.533333333333334	5.569333333333333	3.205833333333333	5.8775	6.142857142857143	6.0	2.899683304312063	7.0	7.0	0.0	2.0	2.0	0.9258200997725514	7	7	1.0	44	1	30.53000000000003	10.740000000000002	8.514285714285714	11.002857142857145	16.091428571428576	35.57142857142857	2.0	1.875	0.0	0.5	0.0	0.375	0.25	0.125				0.25								
028b1e475972f9eae615ba85e15db70a	Grasgrünes gepolstertes Sofa für zwei Personen mit zwei gleichfarbigen Kissen. 4 Füße aus Metall .	6.06375	6.0565	3.0549999999999993	6.001624999999999	5.857142857142857	4.0	3.661715890850371	7.0	7.0	3.0	2.0714285714285716	2.0	1.222660197758835	14	13	0.9285714285714286	84	2	24.487142857142885	11.582857142857147	14.228571428571428	9.657142857142855	14.41142857142857	35.57142857142857	2.0	1.6	0.4	0.5272727272727272	0.07272727272727272	0.375	0.1875	0.125				0.125				0.1875				
028b1e475972f9eae615ba85e1709ddd	Schreibtisch mit grauer Arbeitsfläche und schwarzen Beinen, Auf der Arbeitsfläche ist ein Podest für Bildschirme mit Stauraum, darunter eine Fußablage.	5.191928571428572	5.7009285714285705	3.388785714285714	5.8087857142857136	6.45	6.0	3.5843409436045564	20.0	20.0	0.0	2.0	2.0	1.0	20	18	0.9	132	1	17.335000000000036	15.810000000000002	20.0	18.9495	20.646000000000004	60.0	8.0	3.0869565217391304	0.0	0.4782608695652174	0.0	0.34782608695652173	0.17391304347826086	0.13043478260869565	0.13043478260869565	0.043478260869565216		0.08695652173913043	0.043478260869565216				0.043478260869565216			
0429d4a8c72bf6305999a389eb9ff1cc	Bürostuhl auf Rollen.	5.158	5.654333333333334	3.6653333333333333	5.262333333333333	6.0	6.0	2.449489742783178	3.0	3.0	0.0	2.0	2.0	0.816496580927726	3	3	1.0	19	1	34.59000000000003	9.180000000000003	14.533333333333331	8.329999999999998	9.613333333333333	36.33333333333333	1.0	1.25	0.0	0.5	0.0	0.25	0.25	0.25			0.25									
0429d4a8c72bf6305999a389eba78954	Rustikales, massives Holzbett für 2 Personen auf Stelzen. Decke und Kisen liegen bereit.	5.212888888888888	5.309444444444444	3.473888888888889	5.330111111111112	5.615384615384615	6.0	2.497335858576604	6.5	6.5	1.5	2.0	2.0	0.8770580193070292	13	13	1.0	76	2	31.037500000000023	10.545000000000002	11.830769230769231	8.268461538461537	12.664615384615384	44.96153846153847	2.5	1.8166666666666664	0.4833333333333333	0.5	0.0	0.3125	0.125	0.1875		0.0625	0.0625	0.0625	0.0625		0.0625	0.0625				
0429d4a8c72bf6305999a389ebb94a7a	Spiegelreflexcamera mit normalem Objektiv.	4.856000000000001	5.759666666666667	3.5873333333333335	4.953	9.5	8.0	5.852349955359813	4.0	4.0	0.0	3.5	3.0	2.179449471770337	4	4	1.0	39	1	-93.32499999999996	27.270000000000007	31.6	25.314999999999998	32.66	79.0	3.0	1.6	0.0	0.4	0.0	0.2	0.2	0.2			0.2	0.2								
0429d4a8c72bf6305999a389ebc613cf	Dunkler Holzfurnierschrank mit zwei Schüben und zwei Türen.	5.214	5.6433333333333335	4.318333333333333	5.709333333333333	6.375	4.5	4.635124054434789	8.0	8.0	0.0	1.75	1.5	0.9682458365518543	8	7	0.875	52	1	50.66500000000002	8.180000000000003	8.200000000000001	12.596250000000005	17.984999999999996	45.5	3.0	2.0	0.0	0.4444444444444444	0.0	0.4444444444444444	0.1111111111111111	0.1111111111111111					0.1111111111111111			0.2222222222222222				
